bronx_pace_bkt,pace_diff_bkt,runners,bronx_pace_bkt_1,p10,p50,p90
11:30,-90.0,19,11:30,-190.0,-100.0,-10.0
07:50,-160.0,14,07:50,-150.0,-70.0,-20.0
06:50,-240.0,7,06:50,-120.0,-60.0,-20.0
06:50,-40.0,47,06:50,-120.0,-60.0,-20.0
10:00,-10.0,19,10:00,-170.0,-90.0,-10.0
07:40,-150.0,17,07:40,-140.0,-70.0,-20.0
18:00,110.0,1,18:00,-104.0,-80.0,72.0
07:20,-190.0,5,07:20,-140.0,-60.0,-20.0
07:50,-130.0,19,07:50,-150.0,-70.0,-20.0
10:20,-10.0,25,10:20,-180.0,-90.0,-10.0
09:10,-240.0,24,09:10,-180.0,-90.0,-20.0
11:00,-50.0,20,11:00,-190.0,-100.0,-10.0
09:10,10.0,10,09:10,-180.0,-90.0,-20.0
07:30,-190.0,7,07:30,-140.0,-70.0,-20.0
09:10,-160.0,28,09:10,-180.0,-90.0,-20.0
11:00,-20.0,20,11:00,-190.0,-100.0,-10.0
13:50,-70.0,3,13:50,-190.0,-100.0,56.0
12:40,-140.0,7,12:40,-190.0,-80.0,32.0
11:50,-80.0,26,11:50,-180.0,-100.0,-3.0
10:10,10.0,8,10:10,-180.0,-90.0,-20.0
14:20,30.0,3,14:20,-179.0,-90.0,30.0
06:30,-20.0,17,06:30,-110.0,-50.0,-20.0
09:10,140.0,1,09:10,-180.0,-90.0,-20.0
12:00,-20.0,8,12:00,-210.0,-100.0,4.0
12:30,20.0,8,12:30,-180.0,-90.0,20.0
13:10,-240.0,6,13:10,-180.0,-90.0,-20.0
11:30,60.0,1,11:30,-190.0,-100.0,-10.0
13:30,-10.0,4,13:30,-190.0,-90.0,32.0
11:50,-180.0,4,11:50,-180.0,-100.0,-3.0
11:40,-170.0,11,11:40,-190.0,-100.0,-10.0
15:40,-160.0,3,15:40,-188.0,-105.0,9.0
07:00,-160.0,8,07:00,-130.0,-60.0,-20.0
08:00,60.0,1,08:00,-160.0,-70.0,-20.0
